[16:50:42] Id:  1, MsgId:     0, xSensAcc1: -0.000012, xSensAcc2: -0.000012, xSensYaw: -0.000012, rateOfTurn: -0.000012, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.028720, xSensAcc2: -0.207231, xSensYaw: 0.020291, rateOfTurn: 0.003038, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.031281, xSensAcc2: -0.195287, xSensYaw: 0.020291, rateOfTurn: 0.009022, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.032561, xSensAcc2: -0.209443, xSensYaw: 0.020291, rateOfTurn: 0.012002, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.025181, xSensAcc2: -0.174984, xSensYaw: 0.020291, rateOfTurn: 0.014750, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.046554, xSensAcc2: -0.192423, xSensYaw: 0.020291, rateOfTurn: 0.014401, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.013562, xSensAcc2: -0.188116, xSensYaw: 0.020291, rateOfTurn: 0.014307, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.018661, xSensAcc2: -0.188767, xSensYaw: 0.020291, rateOfTurn: 0.014424, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.016170, xSensAcc2: -0.183296, xSensYaw: 0.020291, rateOfTurn: 0.014564, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.021805, xSensAcc2: -0.181806, xSensYaw: 0.020291, rateOfTurn: 0.014331, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.023225, xSensAcc2: -0.196847, xSensYaw: 0.020338, rateOfTurn: 0.014750, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.021595, xSensAcc2: -0.199711, xSensYaw: 0.020338, rateOfTurn: 0.014843, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.028440, xSensAcc2: -0.202272, xSensYaw: 0.020314, rateOfTurn: 0.014401, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.024855, xSensAcc2: -0.195263, xSensYaw: 0.020314, rateOfTurn: 0.014424, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.033842, xSensAcc2: -0.205042, xSensYaw: -2.145709, rateOfTurn: 0.014657, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: -1.885870, xSensAcc2: 1.933111, xSensYaw: -2.125150, rateOfTurn: 0.415125, wheelSp1: %&7f, wheelSp2: 16.208097, wheelSp3: 15.571329, wheelSp4: 14.124194

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.485044, xSensAcc2: 0.367186, xSensYaw: -2.068689, rateOfTurn: 1.164770, wheelSp1: %&7f, wheelSp2: 27.727417, wheelSp3: 23.443846, wheelSp4: 21.880924

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: -0.483950, xSensAcc2: -1.878839, xSensYaw: -1.919910, rateOfTurn: 3.498548, wheelSp1: %&7f, wheelSp2: 36.989189, wheelSp3: 31.316362, wheelSp4: 33.516029

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 4.463445, xSensAcc2: -6.264693, xSensYaw: -1.685333, rateOfTurn: 6.974337, wheelSp1: %&7f, wheelSp2: 35.773579, wheelSp3: 30.621712, wheelSp4: 37.047070

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: -4.773692, xSensAcc2: -2.547831, xSensYaw: -1.564541, rateOfTurn: 8.462637, wheelSp1: %&7f, wheelSp2: 35.542030, wheelSp3: 35.889343, wheelSp4: 42.025269

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: -3.885676, xSensAcc2: 0.033726, xSensYaw: -1.012080, rateOfTurn: 12.692728, wheelSp1: %&7f, wheelSp2: 39.999268, wheelSp3: 40.346581, wheelSp4: 39.304642

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: -1.224328, xSensAcc2: 0.844325, xSensYaw: -0.869052, rateOfTurn: 13.206701, wheelSp1: %&7f, wheelSp2: 38.841541, wheelSp3: 38.667873, wheelSp4: 40.983326

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 3.446813, xSensAcc2: 0.122830, xSensYaw: -0.598084, rateOfTurn: 13.574993, wheelSp1: %&7f, wheelSp2: 38.262676, wheelSp3: 39.362522, wheelSp4: 40.230797

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: -5.894608, xSensAcc2: -1.409941, xSensYaw: -0.218686, rateOfTurn: 13.185909, wheelSp1: %&7f, wheelSp2: 34.094894, wheelSp3: 33.921223, wheelSp4: 35.310478

[16:50:42] Id:  1, MsgId:     0, xSensAcc1: 0.275287, xSensAcc2: -4.295085, xSensYaw: 0.001735, rateOfTurn: 12.369489, wheelSp1: %&7f, wheelSp2: 29.695534, wheelSp3: 29.174576, wheelSp4: 31.837320

