[14:35:29] Id:  7, MsgId:     0, xSensAcc1: -0.000012, xSensAcc2: -0.000012, xSensYaw: -0.000012, rateOfTurn: -0.000012, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.323553, xSensAcc2: -0.041456, xSensYaw: 0.003201, rateOfTurn: 0.001944, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -3.704720, wheelSp4: 2.894283

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.308163, xSensAcc2: -0.055030, xSensYaw: 0.003201, rateOfTurn: 0.003108, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.320573, xSensAcc2: -0.053237, xSensYaw: 0.003201, rateOfTurn: 0.005390, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.323902, xSensAcc2: -0.044180, xSensYaw: 0.003155, rateOfTurn: 0.005227, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.332121, xSensAcc2: -0.037334, xSensYaw: 0.003178, rateOfTurn: 0.005367, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.332121, xSensAcc2: -0.037334, xSensYaw: 0.003178, rateOfTurn: 0.005367, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.332121, xSensAcc2: -0.037334, xSensYaw: 0.003178, rateOfTurn: 0.005367, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.332121, xSensAcc2: -0.037334, xSensYaw: 0.003178, rateOfTurn: 0.005367, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.332121, xSensAcc2: -0.037334, xSensYaw: 0.003178, rateOfTurn: 0.005367, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:29] Id:  7, MsgId:     0, xSensAcc1: 0.332121, xSensAcc2: -0.037334, xSensYaw: 0.003178, rateOfTurn: 0.005367, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 0.332121, xSensAcc2: -0.037334, xSensYaw: 0.003178, rateOfTurn: 0.005367, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 0.334613, xSensAcc2: -0.038615, xSensYaw: 0.003225, rateOfTurn: 0.005879, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: 0.057870, wheelSp4: -0.000012

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 0.316591, xSensAcc2: -0.038126, xSensYaw: 2.812233, rateOfTurn: 0.005483, wheelSp1: %&7f, wheelSp2: -0.000012, wheelSp3: -0.000012, wheelSp4: -0.000012

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 1.279858, xSensAcc2: -1.126400, xSensYaw: 2.794631, rateOfTurn: -0.333495, wheelSp1: %&7f, wheelSp2: -12.329744, wheelSp3: -23.501751, wheelSp4: -12.329744

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: -0.250188, xSensAcc2: -3.367721, xSensYaw: 2.745434, rateOfTurn: -1.004373, wheelSp1: %&7f, wheelSp2: -20.375906, wheelSp3: -36.468227, wheelSp4: -21.823065

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: -8.948298, xSensAcc2: -0.157056, xSensYaw: 2.587133, rateOfTurn: -3.464788, wheelSp1: %&7f, wheelSp2: -41.156994, wheelSp3: -37.625957, wheelSp4: -33.052952

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 5.973631, xSensAcc2: 1.523655, xSensYaw: 2.365454, rateOfTurn: -6.843673, wheelSp1: %&7f, wheelSp2: -47.408707, wheelSp3: -48.161217, wheelSp4: -49.145275

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 6.526534, xSensAcc2: 12.811960, xSensYaw: 2.235628, rateOfTurn: -8.546596, wheelSp1: %&7f, wheelSp2: -48.508530, wheelSp3: -43.703999, wheelSp4: -40.462368

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 7.504260, xSensAcc2: -8.861662, xSensYaw: 1.921866, rateOfTurn: -11.654815, wheelSp1: %&7f, wheelSp2: -50.881866, wheelSp3: -54.702339, wheelSp4: -55.975826

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: -0.333635, xSensAcc2: 6.019336, xSensYaw: 1.049589, rateOfTurn: -16.648870, wheelSp1: %&7f, wheelSp2: -49.955688, wheelSp3: -51.287060, wheelSp4: -53.255203

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 2.068316, xSensAcc2: 8.159120, xSensYaw: 0.872475, rateOfTurn: -17.142330, wheelSp1: %&7f, wheelSp2: -50.881866, wheelSp3: -50.534554, wheelSp4: -51.692280

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 1.769361, xSensAcc2: -2.943736, xSensYaw: 0.528141, rateOfTurn: -17.390249, wheelSp1: %&7f, wheelSp2: -48.045452, wheelSp3: -50.650314, wheelSp4: -46.887726

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 2.341496, xSensAcc2: -2.258236, xSensYaw: 0.196404, rateOfTurn: -17.099932, wheelSp1: %&7f, wheelSp2: -43.067253, wheelSp3: -43.877644, wheelSp4: -47.408707

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: -3.583811, xSensAcc2: -4.621374, xSensYaw: 0.047090, rateOfTurn: -16.736786, wheelSp1: %&7f, wheelSp2: -42.604153, wheelSp3: -41.214901, wheelSp4: -43.125137

[14:35:30] Id:  7, MsgId:     0, xSensAcc1: 0.271678, xSensAcc2: -0.584486, xSensYaw: -0.231119, rateOfTurn: -15.650865, wheelSp1: %&7f, wheelSp2: -36.989212, wheelSp3: -35.657837, wheelSp4: -35.599957

