1646053268.2264154 0.7089809345052345 0.8763396012000157 2.392299922379607  2.6343040934516466 7.293641086143907 6.946327614925394 7.351522784170811 7.525167878244247 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.2326546 -1.5285681176610524 -1.3616052630604827 2.2749532779562287  -8.761708178157278 -28.248422337172087 -40.17293688693462 -27.7853221868354 -32.9371891232222 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.2395658 -1.5285681176610524 -1.3616052630604827 2.2749532779562287  -8.761708178157278 -28.248422337172087 -40.17293688693462 -27.7853221868354 -32.9371891232222 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.254097 -1.5285681176610524 -1.3616052630604827 2.2749532779562287  -8.761708178157278 -28.248422337172087 -40.17293688693462 -27.7853221868354 -32.9371891232222 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.2648268 -1.5285681176610524 -1.3616052630604827 2.2749532779562287  -8.761708178157278 -28.248422337172087 -40.17293688693462 -27.7853221868354 -32.9371891232222 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.2708569 -1.5285681176610524 -1.3616052630604827 2.2749532779562287  -8.761708178157278 -28.248422337172087 -40.17293688693462 -27.7853221868354 -32.9371891232222 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.2768257 -1.5285681176610524 -1.3616052630604827 2.2749532779562287  -8.761708178157278 -28.248422337172087 -40.17293688693462 -27.7853221868354 -32.9371891232222 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.2817585 -1.5285681176610524 -1.3616052630604827 2.2749532779562287  -8.761708178157278 -28.248422337172087 -40.17293688693462 -27.7853221868354 -32.9371891232222 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.2818692 2.827180998698168 3.553542757879768 0.8795759471468045  -10.128354207532539 -30.100776372382825 -28.827285883555305 -27.380127017589984 -29.811344599191216 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053268.291953 1.4122924599505495 0.4307948814021074 0.6868154572221101  -9.663181864467333 -27.843203884862305 -26.743381773179863 -24.60159596477024 -27.55377211166342 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
