1646053209.9218528 1.1578318494430277 -2.9643182820873335 0.6285379471009946  2.6911613366464735 7.872504632534401 7.698836255389324 7.293641086143907 8.219818103752914 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.926444 0.9739422070415458 0.553706178216089 0.7935915904236026  -2.787320426738006 -8.914468363494962 -7.293664403448929 -10.651059002651891 -9.088113457568397 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.930402 1.3059121388432686 -3.7083751701793517 0.7356167601465131  -2.8869253761149594 -8.567154892276449 -9.20390013668657 -9.49333190987818 -8.104054741939763 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.937734 -2.129969670357241 -0.9893090637706337 0.6776419298621477  -2.775352931654197 -7.988291345885955 -7.75674127072125 -7.872527949839423 -8.451368213158275 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.937817 3.9683305496437242 -3.06653093467321 0.6517511622805614  -2.667319512969698 -7.640977874667442 -8.509273194249545 -6.309582404755929 -8.161936439966667 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.9456122 3.9683305496437242 -3.06653093467321 0.6517511622805614  -2.667319512969698 -7.640977874667442 -8.509273194249545 -6.309582404755929 -8.161936439966667 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.9524705 3.9683305496437242 -3.06653093467321 0.6517511622805614  -2.667319512969698 -7.640977874667442 -8.509273194249545 -6.309582404755929 -8.161936439966667 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.9527879 3.9683305496437242 -3.06653093467321 0.6517511622805614  -2.667319512969698 -7.640977874667442 -8.509273194249545 -6.309582404755929 -8.161936439966667 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.9612286 3.9683305496437242 -3.06653093467321 0.6517511622805614  -2.667319512969698 -7.640977874667442 -8.509273194249545 -6.309582404755929 -8.161936439966667 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.9671674 3.9683305496437242 -3.06653093467321 0.6517511622805614  -2.667319512969698 -7.640977874667442 -8.509273194249545 -6.309582404755929 -8.161936439966667 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.9797282 3.9683305496437242 -3.06653093467321 0.6517511622805614  -2.667319512969698 -7.640977874667442 -8.509273194249545 -6.309582404755929 -8.161936439966667 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.9799035 3.9683305496437242 -3.06653093467321 0.6517511622805614  -2.667319512969698 -7.640977874667442 -8.509273194249545 -6.309582404755929 -8.161936439966667 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053209.9924998 -0.12431993932841578 -0.5304929972771788 0.5012960003150511  0.46585917634365615 1.3892655092859059 1.3313605282019125 1.4471472073128098 1.099833736094297 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
