1653315832.916154 0 6.0 0 0 
1653315832.9369817 0 6.0 0 0 
1653315832.949322 0 6.0 0 0 
1653315832.9696724 0 6.0 0 0 
1653315832.982289 0 6.0 0 0 
1653315833.0024395 0 6.0 0 0 
1653315833.0184622 0 6.0 0 0 
1653315833.0311193 0 6.0 0 0 
1653315833.0580802 0 6.0 0 0 
1653315833.0649261 0 6.0 0 0 
1653315833.0800412 0 6.0 0 0 
1653315833.1007836 0 6.0 0 0 
1653315833.1170843 0 6.0 0 0 
1653315833.1496377 0 6.0 0 0 
1653315833.1618247 0 6.0 0 0 
1653315833.1781566 0 6.0 0 0 
1653315833.194491 0 6.0 0 0 
1653315833.2149389 0 6.0 0 0 
1653315833.2529616 0 6.0 0 0 
1653315833.2632308 0 6.0 0 0 
1653315833.2847962 0 6.0 0 0 
1653315833.2924814 0 6.0 0 0 
1653315833.3506258 0 6.0 0 0 
1653315833.3682828 0 6.0 0 0 
1653315833.3752663 0 6.0 0 0 
1653315833.4069772 0 6.0 0 0 
1653315833.4396555 0 6.0 0 0 
1653315833.4722865 0 6.0 0 0 
1653315833.4940598 0 6.0 0 0 
1653315833.5214112 0 6.0 0 0 
1653315833.5607326 0 6.0 0 0 
1653315833.5938113 0 6.0 0 0 
1653315833.6683753 0 6.0 0 0 
1653315833.7083952 0 6.0 0 0 
1653315833.7174513 0 6.0 0 0 
1653315833.7336874 0 6.0 0 0 
1653315833.7833326 0 6.0 0 0 
1653315833.807804 0 6.0 0 0 
1653315833.8216026 0 6.0 0 0 
1653315833.831782 0 6.0 0 0 
1653315833.848122 0 6.0 0 0 
1653315833.8691833 0 6.0 0 0 
1653315833.8857195 0 6.0 0 0 
1653315833.8970957 0 6.0 0 0 
1653315833.929906 0 6.0 0 0 
1653315833.9626899 0 6.0 0 0 
1653315833.9874227 0 6.0 0 0 
1653315834.0210936 0 6.0 0 0 
1653315834.035416 0 6.0 0 0 
1653315834.0501285 0 6.0 0 0 
1653315834.0605175 0 6.0 0 0 
1653315834.0814083 0 6.0 0 0 
1653315834.093369 0 6.0 0 0 
1653315834.1424327 0 6.0 0 0 
1653315834.158809 0 6.0 0 0 
1653315834.1811976 0 6.0 0 0 
1653315834.1913524 0 6.0 0 0 
1653315834.2476306 0 6.0 0 0 
1653315834.2731755 0 6.0 0 0 
1653315834.3127232 0 6.0 0 0 
1653315834.3782346 0 6.0 0 0 
1653315834.403942 0 6.0 0 0 
1653315834.4529178 0 6.0 0 0 
1653315834.474695 0 6.0 0 0 
1653315834.4914072 0 6.0 0 0 
1653315834.5254655 0 6.0 0 0 
1653315834.5578449 0 6.0 0 0 
1653315834.5742471 0 6.0 0 0 
1653315834.5895119 0 6.0 0 0 
1653315834.5999718 0 6.0 0 0 
1653315834.616305 0 6.0 0 0 
1653315834.6326904 0 6.0 0 0 
1653315834.656615 0 6.0 0 0 
1653315834.6891165 0 6.0 0 0 
1653315834.7145057 0 6.0 0 0 
1653315834.7308328 0 6.0 0 0 
1653315834.7471945 0 6.0 0 0 
1653315834.7864928 0 6.0 0 0 
1653315834.7960958 0 6.0 0 0 
1653315834.8187826 0 6.0 0 0 
1653315834.8351934 0 6.0 0 0 
1653315834.845216 0 6.0 0 0 
1653315834.86152 0 6.0 0 0 
1653315834.8827522 0 6.0 0 0 
1653315834.9027889 0 6.0 0 0 
1653315834.9194407 0 6.0 0 0 
1653315834.9278815 0 6.0 0 0 
1653315834.9707115 0 6.0 0 0 
1653315835.0000103 0 6.0 0 0 
1653315835.057798 0 6.0 0 0 
1653315835.0816448 0 6.0 0 0 
1653315835.1142843 0 6.0 0 0 
1653315835.1394453 0 6.0 0 0 
1653315835.2118435 0 6.0 0 0 
1653315835.244721 0 6.0 0 0 
1653315835.302905 0 6.0 0 0 
1653315835.342672 0 6.0 0 0 
1653315835.3518903 0 6.0 0 0 
1653315835.3734815 0 6.0 0 0 
1653315835.3844826 0 6.0 0 0 
1653315835.407961 0 6.0 0 0 
1653315835.417306 0 6.0 0 0 
1653315835.4398644 0 6.0 0 0 
1653315835.4538746 0 6.0 0 0 
1653315835.4703953 0 6.0 0 0 
1653315835.4828496 0 6.0 0 0 
1653315835.506654 0 6.0 0 0 
1653315835.5152981 0 6.0 0 0 
1653315835.5381124 0 6.0 0 0 
1653315835.5559592 0 6.0 0 0 
1653315835.5642927 0 6.0 0 0 
1653315835.5873783 0 6.0 0 0 
1653315835.5969017 0 6.0 0 0 
1653315835.619923 0 6.0 0 0 
1653315835.636407 0 6.0 0 0 
1653315835.6458685 0 6.0 0 0 
1653315835.6687996 0 6.0 0 0 
1653315835.6856842 0 6.0 0 0 
1653315835.6949432 0 6.0 0 0 
1653315835.7112727 0 6.0 0 0 
