1646053234.4839785 -1.4575780543964356 2.5177956393381464 -1.6157864767956198  2.252229007128335 7.119972709006106 7.177854407025734 6.714777539760689 6.946327614925394 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.4900825 4.479673209352768 7.4058887394785415 -0.7912866012920858  5.22661719743337 15.10825239623955 15.397684169431159 15.10825239623955 14.529388849849056 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.4954286 4.479673209352768 7.4058887394785415 -0.7912866012920858  5.22661719743337 15.10825239623955 15.397684169431159 15.10825239623955 14.529388849849056 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.500603 4.479673209352768 7.4058887394785415 -0.7912866012920858  5.22661719743337 15.10825239623955 15.397684169431159 15.10825239623955 14.529388849849056 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.5053096 4.479673209352768 7.4058887394785415 -0.7912866012920858  5.22661719743337 15.10825239623955 15.397684169431159 15.10825239623955 14.529388849849056 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.5053918 4.479673209352768 7.4058887394785415 -0.7912866012920858  5.22661719743337 15.10825239623955 15.397684169431159 15.10825239623955 14.529388849849056 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.5103369 4.479673209352768 7.4058887394785415 -0.7912866012920858  5.22661719743337 15.10825239623955 15.397684169431159 15.10825239623955 14.529388849849056 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.5293071 4.479673209352768 7.4058887394785415 -0.7912866012920858  5.22661719743337 15.10825239623955 15.397684169431159 15.10825239623955 14.529388849849056 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.5478697 4.92181860175333 3.88160113486083 -0.11114172489760676  5.6820339365294785 16.55541126220487 16.439624583086697 17.01848812947719 16.497529564177967 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.5571256 0.13794049774151063 -4.714506230840925 -0.0026193618614342995  5.641870650484634 16.439624583086697 15.86076103670348 16.15019280989509 16.15019280989509 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.5774448 4.327355402238027 3.9508449682980427 0.05253821763471933  5.499145465895708 19.333942315024615 19.449705711071147 18.986628843806102 19.333942315024615 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.589679 -0.13507671506522456 -3.8707046949784853 0.1695356160926167  6.456847752655449 20.433764426707057 25.122531212764443 21.47572812342696 21.880923292672378 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.611647 -0.15293482544075232 2.1053594370750943 0.33235408524342347  7.646682191196305 24.31214087427361 24.31214087427361 24.138472497128532 24.31214087427361 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.6263409 0.9630457329185447 -3.3651828013607883 0.4202010871085804  8.233066167376819 25.46986796704732 25.817181438265834 26.106613211457443 25.527749665074225 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.6386695 1.393246913299663 -1.2533390137323295 0.6031128408067161  8.89407236486295 26.917003549948276 27.380103700284963 27.437985398311866 26.97488524797518 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.659185 -0.6621820093569113 1.3955519366718363 0.7909838872146793  9.228393886165577 27.03279022906645 27.611653775449668 28.07473064272199 27.95896724666818 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.6760373 0.9818817319901427 0.7930793630075641 0.8850009011439397  9.262573424661241 27.437985398311866 27.437985398311866 28.479925811967405 27.843180567557283 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.6877415 -0.8740811781972297 0.43326288622483844 1.0714283975612489  9.31568209449324 26.80124015389447 27.49586709633877 28.595712491085578 27.727417171503475 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
1646053234.7244887 -1.266493945098773 -1.9761617471231148 1.346494520039414  9.187578674325778 26.80124015389447 27.206435323139885 28.306280717886693 27.611653775449668 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 -3.9215686274510517 
